seqid	qlen	length	pident	mismatch	qstart	qend	sstart	send	gaps	evalue	taxonomy
7045;size=267;	557	558	99.821	0	1	557	330	887	1	0.0	cellular organisms; Eukaryota; Viridiplantae; Chlorophyta; core chlorophytes; Trebouxiophyceae; Trebouxiales; Trebouxiaceae; Trebouxia; Trebouxia gelatinosa
13065;size=46;	1177	75	100.0	0	1	75	295	369	0	2.7300000000000003e-27	cellular organisms; Eukaryota; Sar; Alveolata; Dinophyceae; Gymnodiniales; Gymnodiniaceae; Gyrodinium; Gyrodinium dominans
9964;size=3;	429	142	87.324	15	289	429	450049	449910	3	7.21e-34	cellular organisms; Bacteria; Bacteria incertae sedis; Bacteria candidate phyla; Patescibacteria group; Parcubacteria group; Candidatus Campbellbacteria; unclassified Candidatus Campbellbacteria; Candidatus Campbellbacteria bacterium
10676;size=4;	876	204	92.157	13	674	876	647	848	3	2.44e-71	cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Basidiomycota; Agaricomycotina; Dacrymycetes; Dacrymycetales; Dacrymycetaceae; Dacrymyces; Dacrymyces ovisporus
83;size=24;	548	417	97.362	11	1	417	336	752	0	0.0	cellular organisms; Eukaryota; Opisthokonta; Fungi; environmental samples; uncultured fungus
798;size=6;	593	597	91.29	41	1	593	1033	1622	11	0.0	cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Basidiomycota; Ustilaginomycotina; Malasseziomycetes; Malasseziales; environmental samples; uncultured Malasseziales
8885;size=5;	812	779	99.743	2	1	779	299	1077	0	0.0	cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Protostomia; Ecdysozoa; Panarthropoda; Arthropoda; Chelicerata; Arachnida; Pseudoscorpiones; Neobisioidea; Neobisiidae; Neobisium; Neobisium polonicum
2941;size=4;	699	353	99.433	2	20	372	1	353	0	9.900000000000001e-179	cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Protostomia; Ecdysozoa; Panarthropoda; Arthropoda; Mandibulata; Pancrustacea; Crustacea; Multicrustacea; Hexanauplia; Copepoda; Neocopepoda; Gymnoplea; Calanoida; Clausocalanidae; Clausocalanus; Clausocalanus furcatus
9351;size=28;	584	321	92.212	23	266	584	774	1094	2	4.12e-122	cellular organisms; Eukaryota; Glaucocystophyceae; Glaucocystales; Glaucocystaceae; Glaucocystis; Glaucocystis nostochinearum
10508;size=5;	671	195	89.231	18	420	612	721	914	3	4.04e-58	cellular organisms; Eukaryota; Sar; Alveolata; Ciliophora; Intramacronucleata; Spirotrichea; Stichotrichia; Urostylida; Hemicycliostylidae; Australothrix; Australothrix xianiensis
4857;size=14;	918	663	87.783	64	266	918	1130	1785	17	0.0	cellular organisms; Eukaryota; Opisthokonta; Fungi; environmental samples; uncultured fungus
1061;size=6;	856	156	96.795	5	701	856	778	933	0	4.01e-64	cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Bryophyta; Bryophytina; Bryopsida; Bryidae; Bryanae; Bryales; Phyllodrepaniaceae; Phyllodrepanium; Phyllodrepanium falcifolium
2782;size=5;	696	396	83.333	53	4	391	1133	1523	13	5.1699999999999996e-92	cellular organisms; Eukaryota; Opisthokonta; Fungi; environmental samples; uncultured fungus
6860;size=4;	1053	364	88.462	32	697	1053	1593	1953	10	3.5799999999999997e-115	cellular organisms; Eukaryota; Opisthokonta; Fungi; environmental samples; uncultured fungus
8745;size=55;	751	361	89.474	35	390	748	656	1015	3	5.37e-122	cellular organisms; Eukaryota; Haptista; Centroplasthelida; Pterocystida; Pterista; Pterocystidae; Chlamydaster; Chlamydaster sterni
12696;size=9;	905	175	94.286	9	732	905	251	425	1	9.13e-66	cellular organisms; Eukaryota; Opisthokonta; Choanoflagellata; Craspedida; Salpingoecidae; Salpingoeca; Salpingoeca huasca
7895;size=24;	706	317	88.959	33	391	706	718	1033	2	4.0000000000000003e-103	cellular organisms; Eukaryota; Sar; Alveolata; Dinophyceae; environmental samples; uncultured marine dinoflagellate
9323;size=96;	732	738	93.631	35	1	732	1186	1917	12	0.0	cellular organisms; Eukaryota; Opisthokonta; Fungi; environmental samples; uncultured fungus
3071;size=5;	593	593	100.0	0	1	593	335	927	0	0.0	cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Basidiomycota; Agaricomycotina; Agaricomycetes; Agaricomycetes incertae sedis; Polyporales; Polyporaceae; Ganoderma; Ganoderma lipsiense
6091;size=46;	749	636	91.981	31	119	744	346	971	20	0.0	cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Protostomia; Ecdysozoa; Panarthropoda; Arthropoda; Mandibulata; Pancrustacea; Crustacea; Multicrustacea; Hexanauplia; Copepoda; Neocopepoda; Podoplea; Polyarthra; Longipediidae; Longipedia; Longipedia kikuchii
6936;size=9;	719	346	89.595	27	382	719	1742	2086	9	2.3999999999999998e-115	cellular organisms; Eukaryota; Opisthokonta; Fungi; environmental samples; uncultured fungus
281;size=9;	649	328	84.756	40	324	649	694	1013	10	4.8699999999999996e-82	cellular organisms; Eukaryota; Opisthokonta; Fungi; Fungi incertae sedis; Zoopagomycota; Zoopagomycotina; Zoopagomycetes; Zoopagales; Piptocephalidaceae; Piptocephalis; Piptocephalis cf. indica
2673;size=4;	422	422	92.417	30	1	422	993686	993267	2	9.790000000000001e-167	cellular organisms; Archaea; Thermoproteati; Nitrososphaerota; Nitrososphaeria; Nitrosotaleales; Nitrosotaleaceae; Nitrosotalea; Candidatus Nitrosotalea okcheonensis
10744;size=3;	894	171	91.813	14	724	894	124	294	0	1.97e-57	cellular organisms; Eukaryota; Opisthokonta; Fungi; environmental samples; uncultured fungus
2574;size=23;	593	588	99.83	0	1	588	349	935	1	0.0	cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Basidiomycota; Agaricomycotina; Agaricomycetes; Agaricomycetidae; Agaricales; Marasmiineae; Physalacriaceae; Cryptomarasmius; Cryptomarasmius corbariensis
11034;size=58;	644	312	81.09	43	338	641	553	856	16	1.8000000000000001e-56	cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Saccharomycotina; Dipodascomycetes; Dipodascales; Trichomonascaceae; Zygoascus; Zygoascus meyerae
6950;size=13;	690	697	86.083	83	1	690	1096	1785	14	0.0	cellular organisms; Eukaryota; Opisthokonta; Fungi; environmental samples; uncultured fungus
233;size=158;	849	200	85.5	29	650	849	3347	3546	0	1.4599999999999998e-48	cellular organisms; Eukaryota; Opisthokonta; Fungi; Fungi incertae sedis; Chytridiomycota; Chytridiomycota incertae sedis; Chytridiomycetes; Chytridiales; Chytriomycetaceae; Chytriomyces; Chytriomyces hyalinus
9027;size=5;	696	198	95.96	4	499	696	4705	4898	4	1.89e-81	cellular organisms; Eukaryota; Provora; Nebulidia; Nebulidea; Nebulidida; Nebulidae; Ancoracysta; Ancoracysta twista
8201;size=13;	1114	199	95.477	8	916	1114	1767	1964	1	1.1100000000000001e-80	cellular organisms; Eukaryota; Opisthokonta; Fungi; environmental samples; uncultured fungus
3618;size=7;	563	300	89.333	22	263	557	1582	1876	10	1.48e-96	cellular organisms; Eukaryota; Opisthokonta; Fungi; environmental samples; uncultured fungus
325;size=3;	586	281	92.171	18	307	586	1	278	4	2.5399999999999998e-104	cellular organisms; Eukaryota; Opisthokonta; Fungi; environmental samples; uncultured fungus
8673;size=17;	1079	353	90.652	28	1	349	976890	976539	5	3.62e-125	cellular organisms; Bacteria; Campylobacterota; Epsilonproteobacteria; Campylobacterales; Arcobacteraceae; Arcobacter; unclassified Arcobacter; Arcobacter sp. FWKO B
12777;size=17;	581	294	98.98	3	280	573	1	294	0	2.38e-144	cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Protostomia; Ecdysozoa; Panarthropoda; Arthropoda; Mandibulata; Pancrustacea; Crustacea; Multicrustacea; Hexanauplia; Copepoda; Neocopepoda; Gymnoplea; Calanoida; Heterorhabdidae; Heterorhabdus; Heterorhabdus norvegicus
11435;size=5;	674	206	97.573	2	1	203	201	406	3	6.47e-91	cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Protostomia; Ecdysozoa; Panarthropoda; Arthropoda; Mandibulata; Pancrustacea; Crustacea; Multicrustacea; Hexanauplia; Copepoda; Neocopepoda; Podoplea; Cyclopoida; Oithonidae; Oithona; Oithona plumifera
6577;size=41;	1279	95	95.789	3	471	565	1012	1105	1	3.82e-31	cellular organisms; Eukaryota; Opisthokonta; Fungi; environmental samples; uncultured fungus
8483;size=26;	742	69	97.101	2	1	69	1083	1151	0	7.9e-21	cellular organisms; Eukaryota; Opisthokonta; Fungi; environmental samples; uncultured fungus
3428;size=13;	757	486	93.004	33	272	757	1242	1726	1	0.0	cellular organisms; Eukaryota; Opisthokonta; Fungi; environmental samples; uncultured fungus
11167;size=3;	585	595	84.37	49	1	585	1232	1792	44	2.38e-149	cellular organisms; Eukaryota; Opisthokonta; Fungi; environmental samples; uncultured fungus
1669;size=3;	584	318	87.736	21	271	584	1366	1669	18	1.2e-92	cellular organisms; Eukaryota; Opisthokonta; Fungi; environmental samples; uncultured fungus
4838;size=12;	676	330	92.727	21	349	676	3140	3468	3	3.69e-128	cellular organisms; Eukaryota; Opisthokonta; Fungi; Fungi incertae sedis; Cryptomycota; Cryptomycota incertae sedis; Rozella; unclassified Rozella; Rozella sp.
7193;size=3;	882	330	84.545	38	563	882	1453	1779	13	3.13e-80	cellular organisms; Eukaryota; Opisthokonta; Fungi; environmental samples; uncultured fungus
5542;size=3;	747	347	91.354	27	401	747	1648	1991	3	1.47e-127	cellular organisms; Eukaryota; Opisthokonta; Fungi; environmental samples; uncultured fungus
11753;size=10;	684	684	87.865	66	1	679	309	980	17	0.0	cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Protostomia; Ecdysozoa; Panarthropoda; Arthropoda; Mandibulata; Pancrustacea; Crustacea; Multicrustacea; Hexanauplia; Copepoda; Neocopepoda; Podoplea; Harpacticoida; Ameiridae; Nitokra; Nitokra koreanus
11989;size=6;	713	334	88.024	34	383	713	615	945	6	4.0400000000000004e-103	cellular organisms; Eukaryota; Cryptophyceae; Cyathomonadacea; Goniomonadaceae; Goniomonas; Goniomonas amphinema
8867;size=8;	677	669	99.851	1	1	669	371	1039	0	0.0	cellular organisms; Eukaryota; Opisthokonta; Fungi; Fungi incertae sedis; Mucoromycota; Mucoromycotina; Mucoromycetes; Mucorales; Mucorineae; Mucoraceae; Mucor; unclassified Mucor; Mucor sp.
7645;size=119;	445	256	98.438	4	187	442	27807	27552	0	1.11e-121	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Ephemeroptericola; Ephemeroptericola cinctiostellae
1798;size=3;	794	143	87.413	18	640	782	379	521	0	2.99e-35	cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Protostomia; Ecdysozoa; Panarthropoda; Arthropoda; Mandibulata; Pancrustacea; Crustacea; Multicrustacea; Malacostraca; Eumalacostraca; Eucarida; Decapoda; Pleocyemata; Brachyura; Dromiacea; Homoloidea; Homolidae; Lamoha; Lamoha longirostris
5352;size=4;	527	528	98.485	5	1	527	2710	3235	3	0.0	cellular organisms; Eukaryota; Sar; Stramenopiles; Ochrophyta; Bacillariophyta; Coscinodiscophyceae; Chaetocerotophycidae; Leptocylindrales; Leptocylindraceae; Tenuicylindrus; Tenuicylindrus belgicus
3946;size=18;	781	782	97.187	19	1	781	277	1056	3	0.0	cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Protostomia; Spiralia; Lophotrochozoa; Annelida; Sipuncula; Phascolosomatidea; Aspidosiphonidormes; Aspidosiphonidae; Lithacrosiphon; Lithacrosiphon cristatus
6114;size=4;	421	421	92.162	31	1	421	993686	993268	2	1.6300000000000002e-164	cellular organisms; Archaea; Thermoproteati; Nitrososphaerota; Nitrososphaeria; Nitrosotaleales; Nitrosotaleaceae; Nitrosotalea; Candidatus Nitrosotalea okcheonensis
11592;size=20;	723	314	89.172	29	412	723	758	1068	5	5.31e-102	cellular organisms; Eukaryota; Eukaryota incertae sedis; Telonemida; Telonema; Telonema subtile
8465;size=305;	509	501	99.8	1	1	501	278	778	0	0.0	cellular organisms; Eukaryota; Haptista; Haptophyta; Prymnesiophyceae; Prymnesiales; Prymnesiaceae; unclassified Prymnesiaceae; Prymnesiaceae sp.
11743;size=11;	683	707	83.876	83	1	683	200	899	31	7.47e-180	cellular organisms; Eukaryota; Sar; Stramenopiles; Oomycota; Saprolegniales; Saprolegniaceae; Phragmosporangium; Phragmosporangium uniseriatum
1999;size=27;	573	529	87.713	36	60	573	1109	1623	29	2.95e-163	cellular organisms; Eukaryota; Opisthokonta; Fungi; environmental samples; uncultured fungus
12653;size=49;	656	309	86.731	35	351	656	583	888	6	1.36e-87	cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Marchantiophyta; Jungermanniopsida; Pelliidae; Fossombroniales; Fossombroniineae; Allisoniaceae; Allisonia; Allisonia cockaynei
4697;size=6;	975	170	97.647	3	1	169	1202	1371	1	5.86e-73	cellular organisms; Eukaryota; Opisthokonta; Fungi; environmental samples; uncultured fungus
11135;size=59;	594	594	100.0	0	1	594	363	956	0	0.0	cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Basidiomycota; Ustilaginomycotina; Malasseziomycetes; Malasseziales; Malasseziaceae; Malassezia; Malassezia globosa
158;size=80;	942	74	97.297	2	2	75	2637	2710	0	1.69e-23	cellular organisms; Eukaryota; Cryptophyceae; Kathablepharidacea; Katablepharidaceae; Katablepharis; Katablepharis remigera
8504;size=4;	765	94	93.617	2	1	91	1212	1304	4	6.270000000000001e-27	cellular organisms; Eukaryota; Opisthokonta; Fungi; environmental samples; uncultured fungus
7977;size=51;	589	592	93.581	33	1	589	767461	768050	5	0.0	cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Basidiomycota; Ustilaginomycotina; Malasseziomycetes; Malasseziales; Malasseziaceae; Malassezia; Malassezia arunalokei
5017;size=4;	525	322	93.789	17	206	525	3512	3832	3	1.69e-130	cellular organisms; Eukaryota; Sar; Stramenopiles; Ochrophyta; Bacillariophyta; Mediophyceae; Lithodesmiophycidae; Lithodesmiales; Lithodesmiaceae; Ditylum; Ditylum brightwellii
10206;size=6;	574	326	92.331	14	255	574	1575	1895	11	4.0500000000000004e-122	cellular organisms; Eukaryota; Opisthokonta; Fungi; environmental samples; uncultured fungus
9365;size=98;	669	294	86.735	32	371	661	1320	1609	7	5.03e-82	cellular organisms; Eukaryota; Opisthokonta; Fungi; environmental samples; uncultured fungus
3942;size=9;	930	78	97.436	1	853	929	478	401	1	3.58e-25	cellular organisms; Eukaryota; Opisthokonta; Fungi; Fungi incertae sedis; Blastocladiomycota; Blastocladiomycetes; Blastocladiales; Blastocladiaceae; Blastocladiella; Blastocladiella emersonii
9251;size=8;	470	259	93.436	16	213	470	435	693	1	4.34e-101	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Betaproteobacteria; environmental samples; uncultured beta proteobacterium
1154;size=14;	760	67	100.0	0	1	67	336	402	0	4.8399999999999995e-23	cellular organisms; Eukaryota; Sar; Alveolata; Dinophyceae; environmental samples; uncultured marine dinoflagellate
10382;size=96;	737	343	90.962	15	396	737	1541	1868	16	2.4499999999999998e-120	cellular organisms; Eukaryota; Cryptophyceae; Kathablepharidacea; Katablepharidaceae; Katablepharis; environmental samples; uncultured Katablepharis
7995;size=3;	681	388	85.052	52	1	385	1928042	1927658	6	3.85e-103	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Ralstonia; Ralstonia solanacearum species complex; Ralstonia pseudosolanacearum
9537;size=491;	1189	753	95.485	28	437	1189	1228	1974	6	0.0	cellular organisms; Eukaryota; Opisthokonta; Fungi; environmental samples; uncultured fungus
3179;size=8;	695	361	88.92	40	335	695	666	306	0	8.28e-120	cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Protostomia; Ecdysozoa; Panarthropoda; Arthropoda; Mandibulata; Pancrustacea; Crustacea; Multicrustacea; Hexanauplia; Copepoda; Neocopepoda; Podoplea; Cyclopoida; Cyclopidae; Tropocyclops; Tropocyclops ishidai
5870;size=20;	689	681	100.0	0	1	681	324	1004	0	0.0	cellular organisms; Eukaryota; Sar; Alveolata; Dinophyceae; Peridiniales; Heterocapsaceae; Heterocapsa; Heterocapsa minima
8622;size=4;	711	352	82.386	47	365	711	1530	1871	15	1.17e-73	cellular organisms; Eukaryota; Opisthokonta; Fungi; environmental samples; uncultured fungus
3055;size=5;	693	69	97.101	2	1	69	336	404	0	7.35e-21	cellular organisms; Eukaryota; Sar; Alveolata; Dinophyceae; environmental samples; uncultured marine dinoflagellate
3268;size=24;	1023	375	95.467	11	1	373	36	406	6	4.19e-164	cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Protostomia; Ecdysozoa; Panarthropoda; Arthropoda; Mandibulata; Pancrustacea; Crustacea; Multicrustacea; Hexanauplia; Copepoda; Neocopepoda; Gymnoplea; Calanoida; Clausocalanidae; Clausocalanus; Clausocalanus furcatus
9562;size=26;	826	382	85.079	36	445	826	1417	1777	21	6.15e-97	cellular organisms; Eukaryota; Opisthokonta; Fungi; environmental samples; uncultured fungus
1304;size=8;	689	191	93.717	12	499	689	2135	2325	0	5.260000000000001e-72	cellular organisms; Eukaryota; Opisthokonta; Fungi; environmental samples; uncultured fungus
6053;size=16;	1055	202	94.059	7	855	1055	83	280	5	2.94e-76	cellular organisms; Eukaryota; Opisthokonta; Fungi; environmental samples; uncultured fungus
10302;size=40;	735	313	89.776	23	425	735	1481	1786	9	1.16e-103	cellular organisms; Eukaryota; Opisthokonta; Fungi; environmental samples; uncultured fungus
7140;size=4;	487	490	96.531	9	1	487	2756	3240	8	0.0	cellular organisms; Eukaryota; Sar; Stramenopiles; unclassified stramenopiles; Marine_stramenopiles_MASTs group; Stramenopiles sp. MAST-1C-sp1
6182;size=12;	559	561	95.722	18	2	559	940	1497	6	0.0	cellular organisms; Eukaryota; Opisthokonta; Fungi; environmental samples; uncultured fungus
7762;size=27;	789	726	99.587	3	63	788	398	1123	0	0.0	cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Protostomia; Spiralia; Lophotrochozoa; Gastrotricha; Chaetonotida; Paucitubulatina; Chaetonotidae; Chaetonotus; Chaetonotus aff. gelidus MK-2019
4114;size=20;	670	665	93.985	40	1	665	70	734	0	0.0	cellular organisms; Eukaryota; Sar; Alveolata; Ciliophora; Intramacronucleata; Litostomatea; Haptoria; Cyclotrichida; Mesodiniidae; Mesodinium; Mesodinium rubrum
10009;size=6;	549	282	93.262	16	1	282	1151456	1151178	3	6.550000000000001e-110	cellular organisms; Bacteria; Campylobacterota; Epsilonproteobacteria; Campylobacterales; Campylobacteraceae; Campylobacter; unclassified Campylobacter; Campylobacter sp. 19-13652
1157;size=4;	739	356	84.831	43	386	739	1536	1882	11	2.56e-90	cellular organisms; Eukaryota; Opisthokonta; Fungi; environmental samples; uncultured fungus
7640;size=111;	466	467	96.36	15	2	466	3192	3658	2	0.0	cellular organisms; Eukaryota; Viridiplantae; Chlorophyta; Mamiellophyceae; Mamiellales; Mamiellaceae; Mamiella; Mamiella gilva
7990;size=133;	555	555	96.937	16	1	555	1094	1647	1	0.0	cellular organisms; Eukaryota; Opisthokonta; Fungi; environmental samples; uncultured fungus
10962;size=6;	611	194	97.423	2	418	611	673486	673676	3	2.7299999999999997e-84	cellular organisms; Eukaryota; Discoba; Euglenozoa; Kinetoplastea; Metakinetoplastina; Trypanosomatida; Trypanosomatidae; Trypanosoma; Schizotrypanum; Trypanosoma cruzi; Trypanosoma cruzi cruzi
